VegID,CommonName,GenusGroup,Family,GrowthForm,Type,EF1,EF2,EF3,EF4,EF5,EF6,EF7,EF8,EF9,EF10,EF11,EF12,EF13,EF14,EF15,EF16,EF17,EF18,EF19,LDF3,LDF4,LDF5,LDF6,References,Comment
TEOWNtr5454,Needleleaf tree,Ntr,GF,Ntr,GFET,8.273,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5455,Needleleaf tree,Ntr,GF,Ntr,GFET,10.653,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5456,Needleleaf tree,Ntr,GF,Ntr,GFET,7.106,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5457,Needleleaf tree,Ntr,GF,Ntr,GFET,6.652,0.043,0.914,0.685,0.381,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5458,Needleleaf tree,Ntr,GF,Ntr,GFET,8.361,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5459,Needleleaf tree,Ntr,GF,Ntr,GFET,7.507,0.042,0.909,0.682,0.379,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5460,Needleleaf tree,Ntr,GF,Ntr,GFET,6.712,0.043,0.903,0.678,0.376,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5461,Needleleaf tree,Ntr,GF,Ntr,GFET,7.061,0.043,0.907,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5462,Needleleaf tree,Ntr,GF,Ntr,GFET,8.169,0.044,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5463,Needleleaf tree,Ntr,GF,Ntr,GFET,8.287,0.044,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5464,Needleleaf tree,Ntr,GF,Ntr,GFET,7.192,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5465,Needleleaf tree,Ntr,GF,Ntr,GFET,12.353,0.043,0.906,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5466,Needleleaf tree,Ntr,GF,Ntr,GFET,6.672,0.043,0.906,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5467,Needleleaf tree,Ntr,GF,Ntr,GFET,6.503,0.043,0.91,0.682,0.379,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5468,Needleleaf tree,Ntr,GF,Ntr,GFET,6.904,0.043,0.906,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5469,Needleleaf tree,Ntr,GF,Ntr,GFET,10.125,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5470,Needleleaf tree,Ntr,GF,Ntr,GFET,8.077,0.042,0.906,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5471,Needleleaf tree,Ntr,GF,Ntr,GFET,7.495,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5472,Needleleaf tree,Ntr,GF,Ntr,GFET,8.329,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5473,Needleleaf tree,Ntr,GF,Ntr,GFET,8.165,0.044,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5474,Needleleaf tree,Ntr,GF,Ntr,GFET,6.428,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5475,Needleleaf tree,Ntr,GF,Ntr,GFET,4.658,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5476,Needleleaf tree,Ntr,GF,Ntr,GFET,7.969,0.042,0.906,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5477,Needleleaf tree,Ntr,GF,Ntr,GFET,7.716,0.043,0.906,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5478,Needleleaf tree,Ntr,GF,Ntr,GFET,6.533,0.043,0.906,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5479,Needleleaf tree,Ntr,GF,Ntr,GFET,6.095,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5480,Needleleaf tree,Ntr,GF,Ntr,GFET,7.149,0.043,0.913,0.685,0.38,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5481,Needleleaf tree,Ntr,GF,Ntr,GFET,6.461,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5482,Needleleaf tree,Ntr,GF,Ntr,GFET,6.215,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5483,Needleleaf tree,Ntr,GF,Ntr,GFET,7.304,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5484,Needleleaf tree,Ntr,GF,Ntr,GFET,7.754,0.042,0.908,0.681,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5485,Needleleaf tree,Ntr,GF,Ntr,GFET,6.105,0.043,0.907,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5486,Needleleaf tree,Ntr,GF,Ntr,GFET,8.143,0.044,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5487,Needleleaf tree,Ntr,GF,Ntr,GFET,8.095,0.044,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5488,Needleleaf tree,Ntr,GF,Ntr,GFET,7.67,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5489,Needleleaf tree,Ntr,GF,Ntr,GFET,4.612,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5490,Needleleaf tree,Ntr,GF,Ntr,GFET,7.698,0.043,0.906,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5491,Needleleaf tree,Ntr,GF,Ntr,GFET,6.694,0.043,0.907,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5492,Needleleaf tree,Ntr,GF,Ntr,GFET,6.843,0.043,0.907,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5493,Needleleaf tree,Ntr,GF,Ntr,GFET,8.477,0.044,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5494,Needleleaf tree,Ntr,GF,Ntr,GFET,9.373,0.34,0.897,0.673,0.374,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5495,Needleleaf tree,Ntr,GF,Ntr,GFET,8.163,0.041,0.925,0.694,0.385,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5496,Needleleaf tree,Ntr,GF,Ntr,GFET,16.967,0.031,0.68,0.51,0.283,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5497,Needleleaf tree,Ntr,GF,Ntr,GFET,7.017,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5498,Needleleaf tree,Ntr,GF,Ntr,GFET,4.192,0.042,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5499,Needleleaf tree,Ntr,GF,Ntr,GFET,7.94,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5500,Needleleaf tree,Ntr,GF,Ntr,GFET,7.191,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5501,Needleleaf tree,Ntr,GF,Ntr,GFET,7.078,0.043,0.906,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5502,Needleleaf tree,Ntr,GF,Ntr,GFET,0.01,0.01,0.012,0.009,0.005,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5503,Needleleaf tree,Ntr,GF,Ntr,GFET,8.022,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5504,Needleleaf tree,Ntr,GF,Ntr,GFET,8.449,0.04,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5505,Needleleaf tree,Ntr,GF,Ntr,GFET,6.119,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5506,Needleleaf tree,Ntr,GF,Ntr,GFET,6.581,0.043,0.906,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5507,Needleleaf tree,Ntr,GF,Ntr,GFET,7.853,0.042,0.907,0.681,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5508,Needleleaf tree,Ntr,GF,Ntr,GFET,5.845,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5509,Needleleaf tree,Ntr,GF,Ntr,GFET,6.587,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5510,Needleleaf tree,Ntr,GF,Ntr,GFET,8.164,0.041,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5511,Needleleaf tree,Ntr,GF,Ntr,GFET,7.71,0.043,0.906,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5512,Needleleaf tree,Ntr,GF,Ntr,GFET,12.324,0.043,0.907,0.681,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5513,Needleleaf tree,Ntr,GF,Ntr,GFET,12.768,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5514,Needleleaf tree,Ntr,GF,Ntr,GFET,7.771,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5515,Needleleaf tree,Ntr,GF,Ntr,GFET,13.045,0.043,0.907,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5516,Needleleaf tree,Ntr,GF,Ntr,GFET,11.624,0.043,0.906,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5517,Needleleaf tree,Ntr,GF,Ntr,GFET,15.35,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5518,Needleleaf tree,Ntr,GF,Ntr,GFET,10.285,0.043,0.906,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5519,Needleleaf tree,Ntr,GF,Ntr,GFET,4.385,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5520,Needleleaf tree,Ntr,GF,Ntr,GFET,10.472,0.043,0.91,0.682,0.379,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5521,Needleleaf tree,Ntr,GF,Ntr,GFET,13.698,0.043,0.915,0.686,0.381,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5522,Needleleaf tree,Ntr,GF,Ntr,GFET,10.696,0.043,0.908,0.681,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5523,Needleleaf tree,Ntr,GF,Ntr,GFET,16.304,0.041,0.909,0.682,0.379,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5524,Needleleaf tree,Ntr,GF,Ntr,GFET,7.903,0.043,0.907,0.681,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5525,Needleleaf tree,Ntr,GF,Ntr,GFET,9.728,0.043,0.906,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5526,Needleleaf tree,Ntr,GF,Ntr,GFET,11.75,0.043,0.912,0.684,0.38,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5527,Needleleaf tree,Ntr,GF,Ntr,GFET,11.272,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5528,Needleleaf tree,Ntr,GF,Ntr,GFET,12.036,0.043,0.908,0.681,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5529,Needleleaf tree,Ntr,GF,Ntr,GFET,9.419,0.043,0.908,0.681,0.379,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5530,Needleleaf tree,Ntr,GF,Ntr,GFET,13.195,0.043,0.907,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5531,Needleleaf tree,Ntr,GF,Ntr,GFET,12.181,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5532,Needleleaf tree,Ntr,GF,Ntr,GFET,8.608,0.043,0.906,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5533,Needleleaf tree,Ntr,GF,Ntr,GFET,10.116,0.043,0.906,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5534,Needleleaf tree,Ntr,GF,Ntr,GFET,11.739,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5535,Needleleaf tree,Ntr,GF,Ntr,GFET,8.933,0.043,0.906,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5536,Needleleaf tree,Ntr,GF,Ntr,GFET,7.983,0.043,0.906,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5537,Needleleaf tree,Ntr,GF,Ntr,GFET,8.459,0.043,0.91,0.683,0.379,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5538,Needleleaf tree,Ntr,GF,Ntr,GFET,15.491,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5539,Needleleaf tree,Ntr,GF,Ntr,GFET,12.146,0.043,0.909,0.681,0.379,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5540,Needleleaf tree,Ntr,GF,Ntr,GFET,9.3,0.043,0.906,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5541,Needleleaf tree,Ntr,GF,Ntr,GFET,11.378,0.043,0.907,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5542,Needleleaf tree,Ntr,GF,Ntr,GFET,12.703,0.043,0.906,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5543,Needleleaf tree,Ntr,GF,Ntr,GFET,11.592,0.043,0.906,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5544,Needleleaf tree,Ntr,GF,Ntr,GFET,9.475,0.043,0.914,0.686,0.381,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5545,Needleleaf tree,Ntr,GF,Ntr,GFET,11.841,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5546,Needleleaf tree,Ntr,GF,Ntr,GFET,13.47,0.043,0.907,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5547,Needleleaf tree,Ntr,GF,Ntr,GFET,7.364,0.429,0.434,0.325,0.181,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5548,Needleleaf tree,Ntr,GF,Ntr,GFET,13.537,0.428,0.434,0.325,0.181,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5549,Needleleaf tree,Ntr,GF,Ntr,GFET,25.436,0.427,0.435,0.326,0.181,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5550,Needleleaf tree,Ntr,GF,Ntr,GFET,11.67,0.428,0.436,0.327,0.182,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5551,Needleleaf tree,Ntr,GF,Ntr,GFET,12.932,0.428,0.435,0.326,0.181,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5552,Needleleaf tree,Ntr,GF,Ntr,GFET,12.541,0.428,0.434,0.326,0.181,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5553,Needleleaf tree,Ntr,GF,Ntr,GFET,27.283,0.428,0.434,0.325,0.181,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5554,Needleleaf tree,Ntr,GF,Ntr,GFET,26.929,0.427,0.434,0.325,0.181,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5555,Needleleaf tree,Ntr,GF,Ntr,GFET,23.158,0.428,0.434,0.325,0.181,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5556,Needleleaf tree,Ntr,GF,Ntr,GFET,24.083,0.043,0.906,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5557,Needleleaf tree,Ntr,GF,Ntr,GFET,8.598,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5558,Needleleaf tree,Ntr,GF,Ntr,GFET,11.416,0.043,0.905,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5559,Needleleaf tree,Ntr,GF,Ntr,GFET,0.01,0.01,0.012,0.009,0.005,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5560,Needleleaf tree,Ntr,GF,Ntr,GFET,15.804,0.042,0.906,0.68,0.378,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
TEOWNtr5561,Needleleaf tree,Ntr,GF,Ntr,GFET,14.378,0.043,0.906,0.679,0.377,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
